Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,,,Product Image 1 Url,Product Image 2 Url
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC300/2,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 200 X 300 ,Size,TCC300/2,,,,NA_FEL_TCC300/2,,FALSE,TRUE,,,,,,,,,,464.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC280/2,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 200 X 280 ,Size,TCC280/2,,,,NA_FEL_TCC280/2,,FALSE,TRUE,,,,,,,,,,419.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC250/2,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 200 X 250 ,Size,TCC250/2,,,,NA_FEL_TCC250/2,,FALSE,TRUE,,,,,,,,,,374.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC200/2,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 200 X 200 ,Size,TCC200/2,,,,NA_FEL_TCC200/2,,FALSE,TRUE,,,,,,,,,,329.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC500,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 500 ,Size,TCC500,,,,NA_FEL_TCC500,,FALSE,TRUE,,,,,,,,,,399.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC400,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 400 ,Size,TCC400,,,,NA_FEL_TCC400,,FALSE,TRUE,,,,,,,,,,329.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC350,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 350 ,Size,TCC350,,,,NA_FEL_TCC350,,FALSE,TRUE,,,,,,,,,,289.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC320,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 320 ,Size,TCC320,,,,NA_FEL_TCC320,,FALSE,TRUE,,,,,,,,,,274.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC300,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 300 ,Size,TCC300,,,,NA_FEL_TCC300,,FALSE,TRUE,,,,,,,,,,264.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC280,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 280 ,Size,TCC280,,,,NA_FEL_TCC280,,FALSE,TRUE,,,,,,,,,,254.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC250,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 250 ,Size,TCC250,,,,NA_FEL_TCC250,,FALSE,TRUE,,,,,,,,,,234.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC200,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 200 ,Size,TCC200,,,,NA_FEL_TCC200,,FALSE,TRUE,,,,,,,,,,199.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC180,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 180 ,Size,TCC180,,,,NA_FEL_TCC180,,FALSE,TRUE,,,,,,,,,,189.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant TCC146,published,,,,,,,,,,,,,TRUE,,,Felice Tablecloth (Charcoal)  Size 146 X 146 ,Size,TCC146,,,,NA_FEL_TCC146,,FALSE,TRUE,,,,,,,,,,164.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant NAB,published,,,,,,,,,,,,,TRUE,,,Felice Napkin (Blue)  Size 45 X 45 ,Size,NAB,,,,NA_FEL_NAB,,FALSE,TRUE,,,,,,,,,,24.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant PMB,published,,,,,,,,,,,,,TRUE,,,Felice Placemat (Blue)  Size 35 X 50 ,Size,PMB,,,,NA_FEL_PMB,,FALSE,TRUE,,,,,,,,,,19.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant NAS,published,,,,,,,,,,,,,TRUE,,,Felice Napkin (Serene)  Size 45 X 45 ,Size,NAS,,,,NA_FEL_NAS,,FALSE,TRUE,,,,,,,,,,24.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant PMS,published,,,,,,,,,,,,,TRUE,,,Felice Placemat (Serene)  Size 35 X 50 ,Size,PMS,,,,NA_FEL_PMS,,FALSE,TRUE,,,,,,,,,,19.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant NAC,published,,,,,,,,,,,,,TRUE,,,Felice Napkin (Charcoal)  Size 45 X 45 ,Size,NAC,,,,NA_FEL_NAC,,FALSE,TRUE,,,,,,,,,,24.99,,,,
,na-fel-t,Felice Tablecloths,,Product group NA_FEL with variant PMC,published,,,,,,,,,,,,,TRUE,,,Felice Placemat (Charcoal)  Size 35 X 50 ,Size,PMC,,,,NA_FEL_PMC,,FALSE,TRUE,,,,,,,,,,19.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Blue-Round Diametre 180,Size,TCDB180,,,,NA_FEL_TCDB180,,FALSE,TRUE,,,,,,,,,,199.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Navy-Round Diametre 180,Size,TCDN180,,,,NA_FEL_TCDN180,,FALSE,TRUE,,,,,,,,,,199.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Serene-Round Diametre 180,Size,TCDS180,,,,NA_FEL_TCDS180,,FALSE,TRUE,,,,,,,,,,199.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Charcoal-Round Diametre 180,Size,TCDC180,,,,NA_FEL_TCDC180,,FALSE,TRUE,,,,,,,,,,199.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Blue-Round Diametre 200,Size,TCDB200,,,,NA_FEL_TCDB200,,FALSE,TRUE,,,,,,,,,,329.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Navy-Round Diametre 200,Size,TCDN200,,,,NA_FEL_TCDN200,,FALSE,TRUE,,,,,,,,,,329.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Serene-Round Diametre 200,Size,TCDS200,,,,NA_FEL_TCDS200,,FALSE,TRUE,,,,,,,,,,329.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Tablecloths</p>",published,,,,,,,,,,,,,TRUE,,,Felice Tablecloths-Charcoal-Round Diametre 200,Size,TCDC200,,,,NA_FEL_TCDC200,,FALSE,TRUE,,,,,,,,,,329.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Felice Napkins</p>",published,,,,,,,,,,,,,TRUE,,,Felice Napkins-Navy,Size,NAN,,,,NA_FEL_NAN,,FALSE,TRUE,,,,,,,,,,19.99,,,,
,na-fel-t,Felice Tablecloths,,<p>Tablecloths | Napkins | Placemats | Runners&nbsp;<br /><br />100% linen napery in stunning hues ... uncomplicated ... perfect for today's lifestyle. A good range of tablecloth sizes and colours suitable for mixing and matching. Felice - Show your true colours...<br /><br />Colours: Navy,published,,,,,,,,,,,,,TRUE,,,Felice Placemats-Arctic Blue,Size,PM-AB,,,,NA_FEL_PM-AB,,FALSE,TRUE,,,,,,,,,,19.99,,,,
,na-fel-t,Felice Tablecloths,,<p>Tablecloths | Napkins | Placemats | Runners&nbsp;<br /><br />100% linen napery in stunning hues ... uncomplicated ... perfect for today's lifestyle. A good range of tablecloth sizes and colours suitable for mixing and matching. Felice - Show your true colours...<br /><br />Colours: Navy,published,,,,,,,,,,,,,TRUE,,,Felice Placemats - Choose your colour,Size,PM_ALL,,,,NA_FEL_PM_ALL,,FALSE,TRUE,,,,,,,,,,19.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Tablecloths | Napkins | Placemats | Runners ",published,,,,,,,,,,,,,TRUE,,,Felice Runners - Choose your colour,Size,RU_ALL,,,,NA_FEL_RU_ALL,,FALSE,TRUE,,,,,,,,,,79.99,,,,
,na-fel-t,Felice Tablecloths,,"<p>Tablecloths | Napkins | Placemats | Runners ",published,,,,,,,,,,,,,TRUE,,,Felice Napkins - Choose your colour,Size,NA_ALL,,,,NA_FEL_NA_ALL,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-fme-r,French Melody Runner ,,French Melody Runner Damask Hem Stitched Colour Natural Composition 100% linen Size 50X150 cm,published,,,,,,,,,,,,,TRUE,,,French Melody Runner Damask Hem Stitched Colour Natural  Size 50X150 cm,Size,RUN,,,,NA_FME_RUN,,FALSE,TRUE,,,,,,,,,,160,,,,
,na-fmo-n,French Motif Napknis,,Napkins French Motif Damask Colour Wedgwood Blue  Hem Stitched Composition 100% linen Size 45x45  ,published,,,,,,,,,,,,,TRUE,,,Napkins French Motif Damask Colour Wedgwood Blue  Hem Stitched  Size 45x45  ,Size,NAB,,,,NA_FMO_NAB,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-fmo-n,French Motif Napknis,,Napkins French Motif Damask Colour Pastel Blue/Green Hem Stitched Composition 100% linen Size 45x45  ,published,,,,,,,,,,,,,TRUE,,,Napkins French Motif Damask Colour Pastel Blue/Green Hem Stitched  Size 45x45  ,Size,NAPB,,,,NA_FMO_NAPB,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-fmo-n,French Motif Napknis,,Napkins French Motif Damask Colour Pastel Peach/Lime Hem Stitched Composition 100% linen Size 45x45  ,published,,,,,,,,,,,,,TRUE,,,Napkins French Motif Damask Colour Pastel Peach/Lime Hem Stitched  Size 45x45  ,Size,NAPP,,,,NA_FMO_NAPP,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-fmo-n,French Motif Napknis,,Runner French Motif Damask Colour Wedgwood Blue  Hem Stitched Composition 100% linen Size 50x150 ,published,,,,,,,,,,,,,TRUE,,,Runner French Motif Damask Colour Wedgwood Blue  Hem Stitched  Size 50x150 ,Size,RUB,,,,NA_FMO_RUB,,FALSE,TRUE,,,,,,,,,,160,,,,
,na-fmo-n,French Motif Napknis,,Runner French Motif Damask Colour Pastel Blue/Green Hem Stitched Composition 100% linen Size 50x150 ,published,,,,,,,,,,,,,TRUE,,,Runner French Motif Damask Colour Pastel Blue/Green Hem Stitched  Size 50x150 ,Size,RUPB,,,,NA_FMO_RUPB,,FALSE,TRUE,,,,,,,,,,160,,,,
,na-fmo-n,French Motif Napknis,,Runner French Motif Damask Colour Pastel Peach/Lime Hem Stitched Composition 100% linen Size 50x150 ,published,,,,,,,,,,,,,TRUE,,,Runner French Motif Damask Colour Pastel Peach/Lime Hem Stitched  Size 50x150 ,Size,RUPP,,,,NA_FMO_RUPP,,FALSE,TRUE,,,,,,,,,,160,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Wedgwood Blue  Hem Stitched Composition 100% linen Size 170x250 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Wedgwood Blue  Hem Stitched  Size 170x250 ,Size,TCB250,,,,NA_FMO_TCB250,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Wedgwood Blue  Hem Stitched Composition 100% linen Size 170x280 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Wedgwood Blue  Hem Stitched  Size 170x280 ,Size,TCB280,,,,NA_FMO_TCB280,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Natural/Red Hem Stitched Composition 100% linen Size 170x250 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Natural/Red Hem Stitched  Size 170x250-LAST ONE!,Size,TCN250,,,,NA_FMO_TCN250,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Natural/Red Hem Stitched Composition 100% linen Size 170x310 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Natural/Red Hem Stitched  Size 170x310 ,Size,TCN310,,,,NA_FMO_TCN310,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched Composition 100% linen Size 170x170 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched  Size 170x170 ,Size,TCPB170,,,,NA_FMO_TCPB170,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched Composition 100% linen Size 170x250 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched  Size 170x250 ,Size,TCPB250,,,,NA_FMO_TCPB250,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched Composition 100% linen Size 170x280 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched  Size 170x280 ,Size,TCPB280,,,,NA_FMO_TCPB280,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched Composition 100% linen Size 170x310 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched  Size 170x310 ,Size,TCPB310,,,,NA_FMO_TCPB310,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched Composition 100% linen Size 170x360 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Blue/Green Hem Stitched  Size 170x360 ,Size,TCPB360,,,,NA_FMO_TCPB360,,FALSE,TRUE,,,,,,,,,,900,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched Composition 100% linen Size 170x170 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched  Size 170x170 ,Size,TCPP170,,,,NA_FMO_TCPP170,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched Composition 100% linen Size 170x250 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched  Size 170x250 ,Size,TCPP250,,,,NA_FMO_TCPP250,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched Composition 100% linen Size 170x280 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched  Size 170x280 ,Size,TCPP280,,,,NA_FMO_TCPP280,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched Composition 100% linen Size 170x310 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched  Size 170x310 ,Size,TCPP310,,,,NA_FMO_TCPP310,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-fmo-n,French Motif Napknis,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched Composition 100% linen Size 170x360 ,published,,,,,,,,,,,,,TRUE,,,Tablecloth French Motif Damask Colour Pastel Peach/Lime Hem Stitched  Size 170x360 ,Size,TCPP360,,,,NA_FMO_TCPP360,,FALSE,TRUE,,,,,,,,,,900,,,,
,na-fmo-n,French Motif Napknis,,Runner French Motif Damask Colour  Red/Gold  Hem Stitched Composition 100% linen Size 50x150 ,published,,,,,,,,,,,,,TRUE,,,Runner French Motif Damask Colour Red/Gold  Hem Stitched  Size 50x150 ,Size,RUR,,,,NA_FMO_RUR,,FALSE,TRUE,,,,,,,,,,160,,,,
,na-ha-t,Harmony Tablecloth,,Harmony Tablecloth Size 178x350,published,,,,,,,,,,,,,TRUE,,,Harmony Tablecloth Size 178x350,Size,TC350,,,,NA_HAT_TC350,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-har-t,Harmony Tablecloth,,Harmony Tablecloth Composition 56%linen/44%cotton Size 178x178 ,published,,,,,,,,,,,,,TRUE,,,Harmony Tablecloth  Size 178x178 ,Size,TC178,,,,NA_HAR_TC178,,FALSE,TRUE,,,,,,,,,,195,,,,
,na-har-t,Harmony Tablecloth,,Harmony Tablecloth Composition 56%linen/44%cotton Size 178x250 ,published,,,,,,,,,,,,,TRUE,,,Harmony Tablecloth  Size 178x250 ,Size,TC250,,,,NA_HAR_TC250,,FALSE,TRUE,,,,,,,,,,220,,,,
,na-he-n,Heritage Napkins ,,Bistro Napkins Composition 100% linen Colour  Natural Size 50x50 ,published,,,,,,,,,,,,,TRUE,,,Heritage Napkins  Colour  Natural Size 50x50 ,Size,NASN50,,,,NA_B_NASN50,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-he-n,Heritage Napkins ,,BISTRO Napkins Colour Optical White Size 50X50 Composition 100% Linen  ,published,,,,,,,,,,,,,TRUE,,,HERITAGE Napkins Colour Optical White Size 50X50 ,Size,NAW50,,,,NA_B_NAW50,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-he-n,Heritage Napkins ,,Bistro Placemats Composition 100% linen Colour Natural Size 35x50 ,published,,,,,,,,,,,,,TRUE,,,Heritage Placemats  Colour 5 Natural Size 35x50 ,Size,PMSN,,,,NA_B_PMSN,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-he-n,Heritage Napkins ,,Bistro Placemats Composition 100% linen Colour Optical White Size 35x50 ,published,,,,,,,,,,,,,TRUE,,,Heritage Placemats  Colour Optical White Size 35x50 ,Size,PMW,,,,NA_B_PMW,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-he-n,Heritage Napkins ,,Bistro Runner Composition 100% linen Colour Natural Size 50x180 ,published,,,,,,,,,,,,,TRUE,,,Heritage Runner  Colour  Natural Size 50x180 ,Size,RUSN180,,,,NA_B_RUSN180,,FALSE,TRUE,,,,,,,,,,90,,,,
,na-he-n,Heritage Napkins ,,BISTRO Runner Colour Optical White Size 50X180 Composition 100% Linen  ,published,,,,,,,,,,,,,TRUE,,,HERITAGE Runner Colour Optical White Size 50X180 ,Size,RUW180,,,,NA_B_RUW180,,FALSE,TRUE,,,,,,,,,,90,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour  Natural Size 180x180 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour  Natural Size 180x180 ,Size,TCSN180,,,,NA_B_TCSN180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour  Natural Size 180x250 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour  Natural Size 180x250 ,Size,TCSN250,,,,NA_B_TCSN250,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Natural Size 180x280 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour  Natural Size 180x280 ,Size,TCSN280,,,,NA_B_TCSN280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Natural Size 180x320 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour Natural Size 180x320 ,Size,TCSN320,,,,NA_B_TCSN320,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Natural Size 180x360 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour Natural Size 180x360 ,Size,TCSN360,,,,NA_B_TCSN360,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Natural Size 180x400 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour Natural Size 180x400 ,Size,TCSN400,,,,NA_B_TCSN400,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Natural Round Diameter 180 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour Natural Round Diameter 180 ,Size,TCSNR180,,,,NA_B_TCSNR180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Size 180X180 cm,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Size 180X180 cm,Size,TCW180,,,,NA_B_TCW180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Size 180X250  ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Size 180X250 Made in Lithuania ,Size,TCW250,,,,NA_B_TCW250,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Size 180X280 cm,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Size 180X280 cm,Size,TCW280,,,,NA_B_TCW280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Size 180X320 cm,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Size 180X320 cm,Size,TCW320,,,,NA_B_TCW320,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Size 180X360  ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Size 180X360 Made in Lithuania ,Size,TCW360,,,,NA_B_TCW360,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White  Size 180X400 cm,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White  Size 180X400 cm,Size,TCW400,,,,NA_B_TCW400,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Round Diameter 180 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Round Diameter 180 cm ,Size,TCWR180,,,,NA_B_TCWR180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Round Diameter 200 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Round Diameter 200 ,Size,TCWR200,,,,NA_B_TCWR200,,FALSE,TRUE,,,,,,,,,,320,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour  Natural Round Diameter 200 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour  Natural Round Diameter 200 ,Size,TCSNR200,,,,NA_B_TCSNR200,,FALSE,TRUE,,,,,,,,,,320,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour  Natural Round Diameter 220 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth  Colour Natural Round Diameter 220 ,Size,TCSNR220,,,,NA_B_TCSNR220,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Optical White Round Diameter 220 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Optical White Round Diameter 220,Size,TCWR220,,,,NA_B_TCWR220,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-he-n,Heritage Napkins ,,BISTRO Napkins Colour Optical White Size 60X60 Composition 100% Linen  ,published,,,,,,,,,,,,,TRUE,,,HERITAGE Napkins Colour Optical White Size 60X60 ,Size,NAW60,,,,NA_B_NAW60,,FALSE,TRUE,,,,,,,,,,50,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Natural Round Diameter 180 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Natural Round Diameter 180 ,Size,TCNR180,,,,NA_B_TCNR180,,FALSE,TRUE,,,,,,,,,,290,,,,
,na-he-n,Heritage Napkins ,,BISTRO Napkins Colour Natural Size 60X60 Composition 100% Linen  ,published,,,,,,,,,,,,,TRUE,,,HERITAGE Napkins Colour Natural Size 60X60,Size,NAN60,,,,NA_B_NAN60,,FALSE,TRUE,,,,,,,,,,50,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Black Round Diameter 180 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Black Round Diameter 180 ,Size,TCBR180,,,,NA_B_TCBR180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Black Round Diameter 200 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Black Round Diameter 200 ,Size,TCBR200,,,,NA_B_TCBR200,,FALSE,TRUE,,,,,,,,,,320,,,,
,na-he-n,Heritage Napkins ,,Bistro Tablecloth Composition 100% linen Colour Black Round Diameter 220 ,published,,,,,,,,,,,,,TRUE,,,Heritage Tablecloth Composition 100% linen Colour Black Round Diameter 220 ,Size,TCBR220,,,,NA_B_TCBR220,,FALSE,TRUE,,,,,,,,,,350,,,,
